Minute,Player,Squad,Outcome,Distance,Body Part,Notes,SCA 1 Player,SCA 1 Event,SCA 2 Player,SCA 2 Event,date
24,Thomas Partey,Arsenal,Blocked,29.0,Right Foot,,Emile Smith Rowe,Pass (Live),Bukayo Saka,Pass (Live),2021-10-18
28,Christian Benteke,Crystal Palace,Saved,20.0,Left Foot,,James McArthur,Pass (Live),Marc Guéhi,Pass (Live),2021-10-18
35,Odsonne Édouard,Crystal Palace,Off Target,15.0,Left Foot,,Tyrick Mitchell,Pass (Live),,,2021-10-18
45+4,Conor Gallagher,Crystal Palace,Saved,22.0,Right Foot,Volley,,,,,2021-10-18
47,Thomas Partey,Arsenal,Off Target,34.0,Right Foot,,Kieran Tierney,Pass (Live),Albert Sambi Lokonga,Pass (Live),2021-10-18
50,Christian Benteke,Crystal Palace,Goal,15.0,Right Foot,,,,,,2021-10-18
57,Jordan Ayew,Crystal Palace,Saved,21.0,Right Foot,,,,,,2021-10-18
59,Marc Guéhi,Crystal Palace,Off Target,31.0,Right Foot,,Odsonne Édouard,Pass (Live),Marc Guéhi,Pass (Live),2021-10-18
64,Thomas Partey,Arsenal,Off Target,26.0,Right Foot,,Thomas Partey,Dribble,Albert Sambi Lokonga,Pass (Live),2021-10-18
69,Ben White,Arsenal,Blocked,23.0,Right Foot,Half volley,,,,,2021-10-18
70,Emile Smith Rowe,Arsenal,Wayward,16.0,Left Foot,Half volley,Alexandre Lacazette,Pass (Live),Pierre-Emerick Aubameyang,Pass (Live),2021-10-18
71,Conor Gallagher,Crystal Palace,Off Target,24.0,Right Foot,,Odsonne Édouard,Tackle,,,2021-10-18
72,Alexandre Lacazette,Arsenal,Saved,18.0,Right Foot,,Pierre-Emerick Aubameyang,Pass (Live),Albert Sambi Lokonga,Pass (Live),2021-10-18
73,Odsonne Édouard,Crystal Palace,Goal,16.0,Right Foot,,Michael Olise,Pass (Live),Conor Gallagher,Pass (Live),2021-10-18
76,Nicolas Pépé,Arsenal,Blocked,21.0,Left Foot,Free kick,Alexandre Lacazette,Fouled,Thomas Partey,Pass (Live),2021-10-18
76,Gabriel Dos Santos,Arsenal,Off Target,12.0,Head,,Thomas Partey,Pass (Live),Nicolas Pépé,Pass (Live),2021-10-18
87,Kieran Tierney,Arsenal,Woodwork,10.0,Left Foot,,Alexandre Lacazette,Pass (Live),Nicolas Pépé,Pass (Live),2021-10-18
90,Alexandre Lacazette,Arsenal,Off Target,15.0,Left Foot,,Alexandre Lacazette,Dribble,Alexandre Lacazette,Dribble,2021-10-18
90+5,Ben White,Arsenal,Blocked,11.0,Left Foot,Volley,,,,,2021-10-18
90+5,Martinelli,Arsenal,Saved,6.0,Left Foot,Back heel,Ben White,Shot,,,2021-10-18
90+5,Alexandre Lacazette,Arsenal,Goal,5.0,Right Foot,Volley,Martinelli,Shot,,,2021-10-18
4,Pierre-Emerick Aubameyang,Arsenal,Wayward,4.0,Left Foot,Overhead kick,Bukayo Saka,Pass (Live),Thomas Partey,Pass (Live),2021-10-22
4,Bukayo Saka,Arsenal,Wayward,10.0,Left Foot,Half volley,Pierre-Emerick Aubameyang,Shot,,,2021-10-22
5,Nuno Tavares,Arsenal,Off Target,11.0,Left Foot,,Nuno Tavares,Tackle,,,2021-10-22
11,Emile Smith Rowe,Arsenal,Blocked,17.0,Left Foot,Half volley,Pierre-Emerick Aubameyang,Pass (Live),,,2021-10-22
17,Takehiro Tomiyasu,Arsenal,Off Target,27.0,Right Foot,,Alexandre Lacazette,Pass (Live),Emile Smith Rowe,Pass (Live),2021-10-22
20,Thomas Partey,Arsenal,Woodwork,6.0,Right Foot,Volley,,,,,2021-10-22
22,Nuno Tavares,Arsenal,Blocked,18.0,Right Foot,,Emile Smith Rowe,Pass (Live),Alexandre Lacazette,Pass (Live),2021-10-22
23,Thomas Partey,Arsenal,Goal,6.0,Head,,Emile Smith Rowe,Pass (Dead),Nuno Tavares,Shot,2021-10-22
30,Bukayo Saka,Arsenal,Saved,10.0,Right Foot,,Nuno Tavares,Pass (Live),,,2021-10-22
36,Nuno Tavares,Arsenal,Saved,26.0,Right Foot,,Albert Sambi Lokonga,Pass (Live),Emile Smith Rowe,Pass (Live),2021-10-22
38,Albert Sambi Lokonga,Arsenal,Off Target,25.0,Right Foot,,Emile Smith Rowe,Pass (Live),Bukayo Saka,Pass (Live),2021-10-22
45,Thomas Partey,Arsenal,Off Target,3.0,Head,,Bukayo Saka,Pass (Dead),,,2021-10-22
45+6,Pierre-Emerick Aubameyang (pen),Arsenal,Saved,12.0,Right Foot,,Alexandre Lacazette,Fouled,,,2021-10-22
45+6,Pierre-Emerick Aubameyang,Arsenal,Goal,7.0,Left Foot,Half volley,Pierre-Emerick Aubameyang,Shot,,,2021-10-22
47,Ollie Watkins,Aston Villa,Saved,14.0,Left Foot,,Emi Buendía,Pass (Live),Matt Targett,Pass (Live),2021-10-22
49,Albert Sambi Lokonga,Arsenal,Blocked,23.0,Right Foot,,Alexandre Lacazette,Pass (Live),Emile Smith Rowe,Pass (Live),2021-10-22
50,Bukayo Saka,Arsenal,Off Target,25.0,Left Foot,,,,,,2021-10-22
51,Danny Ings,Aston Villa,Blocked,11.0,Right Foot,,Emi Buendía,Pass (Live),Ollie Watkins,Pass (Live),2021-10-22
51,John McGinn,Aston Villa,Blocked,26.0,Left Foot,,Danny Ings,Shot,,,2021-10-22
53,Bukayo Saka,Arsenal,Blocked,13.0,Right Foot,,Albert Sambi Lokonga,Pass (Live),Thomas Partey,Pass (Live),2021-10-22
53,Albert Sambi Lokonga,Arsenal,Saved,19.0,Left Foot,,Takehiro Tomiyasu,Pass (Live),,,2021-10-22
56,Emile Smith Rowe,Arsenal,Goal,17.0,Right Foot,Deflected,Pierre-Emerick Aubameyang,Pass (Live),Nuno Tavares,Pass (Live),2021-10-22
59,Ollie Watkins,Aston Villa,Blocked,22.0,Right Foot,,Matt Targett,Pass (Live),Danny Ings,Pass (Live),2021-10-22
61,Pierre-Emerick Aubameyang,Arsenal,Blocked,21.0,Right Foot,,Bukayo Saka,Pass (Live),Alexandre Lacazette,Pass (Live),2021-10-22
62,Emi Buendía,Aston Villa,Saved,10.0,Left Foot,,Matt Targett,Pass (Live),John McGinn,Pass (Dead),2021-10-22
71,Leon Bailey,Aston Villa,Saved,20.0,Left Foot,,,,,,2021-10-22
71,Pierre-Emerick Aubameyang,Arsenal,Saved,19.0,Right Foot,,Emile Smith Rowe,Pass (Live),Martin Ødegaard,Pass (Live),2021-10-22
79,Martin Ødegaard,Arsenal,Saved,30.0,Left Foot,Free kick,Bukayo Saka,Fouled,Martin Ødegaard,Pass (Live),2021-10-22
82,Jacob Ramsey,Aston Villa,Goal,19.0,Right Foot,,Leon Bailey,Pass (Live),Leon Bailey,Dribble,2021-10-22
83,Ollie Watkins,Aston Villa,Off Target,5.0,Right Foot,Volley,Matt Targett,Pass (Dead),,,2021-10-22
90,Jacob Ramsey,Aston Villa,Off Target,17.0,Left Foot,,Matt Targett,Pass (Live),Douglas Luiz,Pass (Live),2021-10-22
90+4,Leon Bailey,Aston Villa,Off Target,26.0,Left Foot,Free kick,Leon Bailey,Fouled,John McGinn,Pass (Live),2021-10-22
5,Antonio Rüdiger,Chelsea,Saved,29.0,Right Foot,Deflected,Mateo Kovačić,Pass (Live),Antonio Rüdiger,Pass (Live),2021-10-23
8,Mason Mount,Chelsea,Goal,20.0,Right Foot,Half volley,Jorginho,Pass (Live),,,2021-10-23
18,Callum Hudson-Odoi,Chelsea,Goal,10.0,Right Foot,,Mateo Kovačić,Pass (Live),Antonio Rüdiger,Pass (Live),2021-10-23
23,Antonio Rüdiger,Chelsea,Wayward,17.0,Right Foot,Volley,,,,,2021-10-23
30,Mason Mount,Chelsea,Saved,13.0,Right Foot,,Callum Hudson-Odoi,Pass (Live),Kai Havertz,Pass (Live),2021-10-23
33,Antonio Rüdiger,Chelsea,Blocked,22.0,Left Foot,,Thiago Silva,Pass (Live),Reece James,Pass (Dead),2021-10-23
37,Ozan Kabak,Norwich City,Blocked,24.0,Right Foot,,Ozan Kabak,Tackle,,,2021-10-23
39,Kai Havertz,Chelsea,Saved,13.0,Right Foot,,Mason Mount,Pass (Live),Mateo Kovačić,Pass (Live),2021-10-23
42,Reece James,Chelsea,Goal,11.0,Right Foot,Lob,Mason Mount,Pass (Live),Jorginho,Pass (Live),2021-10-23
44,Mason Mount,Chelsea,Off Target,24.0,Right Foot,,Reece James,Pass (Live),Ben Chilwell,Pass (Live),2021-10-23
52,Kai Havertz,Chelsea,Blocked,12.0,Right Foot,,Jorginho,Pass (Live),Trevoh Chalobah,Pass (Live),2021-10-23
53,Milot Rashica,Norwich City,Saved,18.0,Right Foot,,,,,,2021-10-23
57,Ben Chilwell,Chelsea,Goal,17.0,Left Foot,,Mateo Kovačić,Pass (Live),Jorginho,Pass (Live),2021-10-23
60,Mathias Normann,Norwich City,Blocked,24.0,Right Foot,,Mathias Normann,Dribble,Brandon Williams,Pass (Live),2021-10-23
67,Ruben Loftus-Cheek,Chelsea,Saved,28.0,Right Foot,Deflected,Ben Chilwell,Pass (Live),Mateo Kovačić,Pass (Live),2021-10-23
71,Ross Barkley,Chelsea,Off Target,27.0,Left Foot,,Hakim Ziyech,Pass (Live),Ruben Loftus-Cheek,Tackle,2021-10-23
72,Ben Chilwell,Chelsea,Off Target,30.0,Left Foot,,Antonio Rüdiger,Pass (Live),Mateo Kovačić,Pass (Live),2021-10-23
78,Hakim Ziyech,Chelsea,Off Target,26.0,Left Foot,,Reece James,Pass (Live),Ross Barkley,Pass (Live),2021-10-23
79,Ruben Loftus-Cheek,Chelsea,Saved,26.0,Right Foot,,Ruben Loftus-Cheek,Dribble,Ross Barkley,Pass (Live),2021-10-23
79,Ross Barkley,Chelsea,Saved,13.0,Left Foot,,Mateo Kovačić,Pass (Live),Reece James,Pass (Live),2021-10-23
80,Hakim Ziyech,Chelsea,Saved,24.0,Left Foot,,Hakim Ziyech,Dribble,Mason Mount,Pass (Live),2021-10-23
81,Mateo Kovačić,Chelsea,Wayward,21.0,Right Foot,Half volley,Hakim Ziyech,Shot,,,2021-10-23
81,Antonio Rüdiger,Chelsea,Blocked,9.0,Right Foot,Half volley,Mateo Kovačić,Shot,,,2021-10-23
85,Mason Mount (pen),Chelsea,Goal,12.0,Right Foot,,Antonio Rüdiger,Shot,,,2021-10-23
90,Mason Mount,Chelsea,Goal,10.0,Right Foot,,Ruben Loftus-Cheek,Pass (Live),Hakim Ziyech,Pass (Live),2021-10-23
90+3,Hakim Ziyech,Chelsea,Off Target,21.0,Left Foot,,Mateo Kovačić,Pass (Live),Mason Mount,Pass (Dead),2021-10-23
8,Rodrigo,Leeds United,Off Target,7.0,Head,,Raphael Dias Belloli,Pass (Dead),,,2021-10-23
10,Raúl Jiménez,Wolves,Blocked,13.0,Left Foot,,Nélson Semedo,Pass (Live),Nélson Semedo,Dribble,2021-10-23
10,Hwang Hee-chan,Wolves,Goal,8.0,Right Foot,Half volley,Raúl Jiménez,Shot,,,2021-10-23
13,Raphael Dias Belloli,Leeds United,Saved,26.0,Left Foot,,Rodrigo,Pass (Live),Jamie Shackleton,Pass (Live),2021-10-23
21,Max Kilman,Wolves,Off Target,8.0,Head,,Adama Traoré,Pass (Live),João Moutinho,Pass (Dead),2021-10-23
22,Mateusz Klich,Leeds United,Saved,19.0,Right Foot,,Daniel James,Pass (Live),Stuart Dallas,Pass (Dead),2021-10-23
26,Jack Harrison,Leeds United,Off Target,19.0,Left Foot,,Raphael Dias Belloli,Pass (Live),Liam Cooper,Pass (Live),2021-10-23
26,Rodrigo,Leeds United,Blocked,29.0,Left Foot,,Jack Harrison,Pass (Live),Raphael Dias Belloli,Pass (Live),2021-10-23
28,Raphael Dias Belloli,Leeds United,Off Target,19.0,Left Foot,,Raphael Dias Belloli,Interception,,,2021-10-23
33,Diego Llorente,Leeds United,Blocked,13.0,Head,,Stuart Dallas,Pass (Dead),Mateusz Klich,Fouled,2021-10-23
47,Raphael Dias Belloli,Leeds United,Off Target,26.0,Left Foot,Half volley,,,,,2021-10-23
49,Rayan Aït Nouri,Wolves,Saved,9.0,Left Foot,,Rayan Aït Nouri,Dribble,Rayan Aït Nouri,Tackle,2021-10-23
53,Diego Llorente,Leeds United,Off Target,11.0,Head,,Stuart Dallas,Pass (Dead),,,2021-10-23
55,Raúl Jiménez,Wolves,Saved,22.0,Right Foot,,Raúl Jiménez,Dribble,,,2021-10-23
71,João Moutinho,Wolves,Off Target,19.0,Right Foot,Free kick,Raúl Jiménez,Fouled,Raúl Jiménez,Pass (Live),2021-10-23
72,Tyler Roberts,Leeds United,Off Target,11.0,Head,,Rodrigo,Pass (Live),Jamie Shackleton,Pass (Live),2021-10-23
78,Tyler Roberts,Leeds United,Off Target,28.0,Right Foot,,,,,,2021-10-23
79,Joe Gelhardt,Leeds United,Saved,14.0,Left Foot,,Rodrigo,Pass (Live),Joe Gelhardt,Pass (Live),2021-10-23
80,Liam Cooper,Leeds United,Wayward,7.0,Head,,Rodrigo,Pass (Dead),Joe Gelhardt,Shot,2021-10-23
80,Crysencio Summerville,Leeds United,Blocked,16.0,Right Foot,Half volley,,,,,2021-10-23
84,Joe Gelhardt,Leeds United,Off Target,11.0,Left Foot,,Tyler Roberts,Pass (Live),Joe Gelhardt,Pass (Live),2021-10-23
85,Daniel Podence,Wolves,Saved,23.0,Right Foot,,Raúl Jiménez,Pass (Live),,,2021-10-23
86,Stuart Dallas,Leeds United,Blocked,23.0,Right Foot,,Joe Gelhardt,Pass (Live),Rodrigo,Pass (Dead),2021-10-23
90,Daniel Podence,Wolves,Blocked,18.0,Right Foot,,José Sá,Pass (Live),,,2021-10-23
90+4,Rodrigo (pen),Leeds United,Goal,12.0,Left Foot,,Joe Gelhardt,Fouled,Joe Gelhardt,Dribble,2021-10-23
90+7,Joe Gelhardt,Leeds United,Blocked,18.0,Left Foot,,Tyler Roberts,Pass (Live),,,2021-10-23
1,Christian Benteke,Crystal Palace,Off Target,5.0,Head,,,,,,2021-10-23
9,Allan Saint-Maximin,Newcastle Utd,Wayward,13.0,Head,,Ryan Fraser,Pass (Live),Callum Wilson,Pass (Live),2021-10-23
14,Emil Krafth,Newcastle Utd,Blocked,8.0,Right Foot,Half volley,Callum Wilson,Pass (Live),Matt Ritchie,Pass (Dead),2021-10-23
14,Callum Wilson,Newcastle Utd,Off Target,2.0,Right Foot,Half volley,Emil Krafth,Shot,,,2021-10-23
21,Christian Benteke,Crystal Palace,Woodwork,7.0,Head,,Michael Olise,Pass (Live),Conor Gallagher,Pass (Live),2021-10-23
21,Tyrick Mitchell,Crystal Palace,Saved,7.0,Left Foot,,Christian Benteke,Shot,,,2021-10-23
21,Conor Gallagher,Crystal Palace,Blocked,22.0,Right Foot,Volley,Tyrick Mitchell,Shot,,,2021-10-23
26,Odsonne Édouard,Crystal Palace,Blocked,13.0,Right Foot,,,,,,2021-10-23
26,Marc Guéhi,Crystal Palace,Saved,21.0,Left Foot,,Odsonne Édouard,Shot,,,2021-10-23
50,Christian Benteke,Crystal Palace,Off Target,13.0,Right Foot,Volley,Conor Gallagher,Pass (Live),Joel Ward,Pass (Live),2021-10-23
56,Christian Benteke,Crystal Palace,Goal,6.0,Head,,Tyrick Mitchell,Pass (Live),Conor Gallagher,Pass (Live),2021-10-23
63,Christian Benteke,Crystal Palace,Woodwork,6.0,Head,Open goal,Michael Olise,Pass (Live),Conor Gallagher,Pass (Live),2021-10-23
65,Callum Wilson,Newcastle Utd,Goal,10.0,Right Foot,Overhead kick,Emil Krafth,Pass (Live),Jamaal Lascelles,Pass (Live),2021-10-23
71,Wilfried Zaha,Crystal Palace,Blocked,17.0,Left Foot,,Conor Gallagher,Pass (Live),Conor Gallagher,Fouled,2021-10-23
72,Luka Milivojević,Crystal Palace,Blocked,29.0,Right Foot,Half volley,Wilfried Zaha,Shot,,,2021-10-23
72,Christian Benteke,Crystal Palace,Off Target,9.0,Left Foot,,Odsonne Édouard,Pass (Live),James McArthur,Pass (Live),2021-10-23
74,Wilfried Zaha,Crystal Palace,Off Target,23.0,Right Foot,,,,,,2021-10-23
78,Christian Benteke,Crystal Palace,Saved,16.0,Left Foot,,Wilfried Zaha,Pass (Live),Joel Ward,Pass (Live),2021-10-23
83,Jeffrey Schlupp,Crystal Palace,Blocked,22.0,Left Foot,,Christian Benteke,Pass (Live),Conor Gallagher,Pass (Live),2021-10-23
86,James McArthur,Crystal Palace,Blocked,17.0,Right Foot,,Christian Benteke,Pass (Live),,,2021-10-23
90+4,Matt Ritchie,Newcastle Utd,Blocked,36.0,Left Foot,,Miguel Almirón,Pass (Live),Jamaal Lascelles,Pass (Live),2021-10-23
90+5,Jamaal Lascelles,Newcastle Utd,Wayward,10.0,Head,,Matt Ritchie,Pass (Dead),Joelinton,Pass (Live),2021-10-23
3,Tom Davies,Everton,Goal,4.0,Right Foot,,Demarai Gray,Pass (Live),Demarai Gray,Dribble,2021-10-23
10,Andros Townsend,Everton,Saved,22.0,Left Foot,,Anthony Gordon,Pass (Live),Tom Davies,Pass (Live),2021-10-23
10,Anthony Gordon,Everton,Off Target,6.0,Head,,Séamus Coleman,Pass (Live),Andros Townsend,Shot,2021-10-23
13,Joshua King,Watford,Goal,5.0,Left Foot,Half volley,,,,,2021-10-23
17,Lucas Digne,Everton,Saved,8.0,Head,,Séamus Coleman,Pass (Live),Anthony Gordon,Pass (Live),2021-10-23
22,Andros Townsend,Everton,Off Target,22.0,Right Foot,,Andros Townsend,Dribble,Demarai Gray,Pass (Live),2021-10-23
25,Moussa Sissoko,Watford,Off Target,33.0,Right Foot,Half volley,,,,,2021-10-23
28,Salomón Rondón,Everton,Blocked,26.0,Right Foot,,Allan,Pass (Live),Ben Godfrey,Pass (Live),2021-10-23
30,Cucho,Watford,Blocked,25.0,Right Foot,,Joshua King,Pass (Live),William Troost-Ekong,Pass (Live),2021-10-23
30,Ismaila Sarr,Watford,Off Target,20.0,Left Foot,Half volley,,,,,2021-10-23
34,Allan,Everton,Blocked,32.0,Right Foot,,Demarai Gray,Pass (Live),Anthony Gordon,Pass (Live),2021-10-23
40,Allan,Everton,Blocked,17.0,Right Foot,,Anthony Gordon,Pass (Live),,,2021-10-23
40,Ismaila Sarr,Watford,Off Target,33.0,Right Foot,,,,,,2021-10-23
45,Anthony Gordon,Everton,Blocked,9.0,Left Foot,Half volley,Lucas Digne,Pass (Live),Andros Townsend,Pass (Live),2021-10-23
45+1,Juraj Kucka,Watford,Off Target,22.0,Left Foot,,Juraj Kucka,Dribble,Cucho,Pass (Live),2021-10-23
45+3,Cucho,Watford,Blocked,17.0,Right Foot,Volley,Juraj Kucka,Pass (Live),Ozan Tufan,Pass (Live),2021-10-23
47,Joshua King,Watford,Blocked,12.0,Right Foot,,Cucho,Pass (Live),Ozan Tufan,Pass (Live),2021-10-23
52,Joshua King,Watford,Blocked,23.0,Right Foot,Half volley,,,,,2021-10-23
52,Anthony Gordon,Everton,Blocked,20.0,Right Foot,Half volley,Anthony Gordon,Dribble,,,2021-10-23
58,Joshua King,Watford,Saved,7.0,Right Foot,,Ismaila Sarr,Pass (Live),Jeremy Ngakia,Pass (Live),2021-10-23
60,Juraj Kucka,Watford,Off Target,29.0,Right Foot,,,,,,2021-10-23
62,Tom Davies,Everton,Off Target,9.0,Head,Diving header,Lucas Digne,Pass (Dead),Lucas Digne,Fouled,2021-10-23
63,Lucas Digne,Everton,Wayward,15.0,Left Foot,Half volley,,,,,2021-10-23
63,Richarlison,Everton,Goal,11.0,Head,Diving header,Michael Keane,Pass (Live),Ben Godfrey,Pass (Live),2021-10-23
65,Juraj Kucka,Watford,Saved,25.0,Right Foot,Half volley,Cucho,Pass (Live),Cucho,Dribble,2021-10-23
74,Michael Keane,Everton,Off Target,6.0,Head,,Lucas Digne,Pass (Dead),Richarlison,Fouled,2021-10-23
78,Juraj Kucka,Watford,Goal,7.0,Head,,Cucho,Pass (Dead),,,2021-10-23
80,Joshua King,Watford,Goal,13.0,Right Foot,Half volley,Emmanuel Dennis,Pass (Live),João Pedro,Pass (Live),2021-10-23
81,Emmanuel Dennis,Watford,Saved,16.0,Right Foot,Volley,,,,,2021-10-23
82,Juraj Kucka,Watford,Off Target,8.0,Head,,Cucho,Pass (Dead),Emmanuel Dennis,Shot,2021-10-23
84,Lucas Digne,Everton,Off Target,13.0,Left Foot,Half volley,Richarlison,Pass (Live),Salomón Rondón,Pass (Live),2021-10-23
86,Cucho,Watford,Off Target,20.0,Right Foot,,Emmanuel Dennis,Pass (Live),João Pedro,Pass (Live),2021-10-23
86,João Pedro,Watford,Wayward,19.0,Right Foot,,Emmanuel Dennis,Tackle,,,2021-10-23
86,Joshua King,Watford,Goal,9.0,Left Foot,,Joshua King,Dribble,João Pedro,Shot,2021-10-23
90+1,Emmanuel Dennis,Watford,Goal,12.0,Right Foot,,Emmanuel Dennis,Dribble,João Pedro,Pass (Live),2021-10-23
10.0,Theo Walcott,Southampton,Blocked,19.0,Right Foot,,Valentino Livramento,Pass (Live),Valentino Livramento,Dribble,2021-10-23
13.0,Maxwel Cornet,Burnley,Goal,5.0,Head,,Matthew Lowton,Pass (Live),Dwight McNeil,Pass (Live),2021-10-23
26.0,Armando Broja,Southampton,Blocked,11.0,Right Foot,Volley,Valentino Livramento,Pass (Live),Ibrahima Diallo,Pass (Live),2021-10-23
29.0,Mohamed Elyounoussi,Southampton,Off Target,13.0,Head,,Oriol Romeu,Pass (Live),Jan Bednarek,Pass (Live),2021-10-23
31.0,Romain Perraud,Southampton,Off Target,23.0,Left Foot,Half volley,,,,,2021-10-23
33.0,Chris Wood,Burnley,Saved,17.0,Right Foot,Deflected,Dwight McNeil,Pass (Live),Maxwel Cornet,Pass (Live),2021-10-23
37.0,Theo Walcott,Southampton,Off Target,15.0,Right Foot,Half volley,Nathan Redmond,Pass (Live),Armando Broja,Pass (Live),2021-10-23
38.0,Nathan Redmond,Southampton,Off Target,3.0,Right Foot,"Open goal, Volley",Armando Broja,Pass (Live),Valentino Livramento,Pass (Live),2021-10-23
39.0,Dwight McNeil,Burnley,Blocked,22.0,Left Foot,,Josh Brownhill,Pass (Live),Dwight McNeil,Pass (Live),2021-10-23
39.0,Valentino Livramento,Southampton,Woodwork,11.0,Left Foot,Deflected,Oriol Romeu,Pass (Live),Mohamed Elyounoussi,Pass (Live),2021-10-23
41.0,Valentino Livramento,Southampton,Goal,6.0,Head,,Nathan Redmond,Pass (Dead),Theo Walcott,Pass (Live),2021-10-23
50.0,Armando Broja,Southampton,Goal,12.0,Right Foot,,Ibrahima Diallo,Pass (Live),,,2021-10-23
53.0,Ibrahima Diallo,Southampton,Off Target,29.0,Right Foot,,,,,,2021-10-23
57.0,Maxwel Cornet,Burnley,Goal,24.0,Left Foot,Half volley,Ashley Westwood,Pass (Live),Chris Wood,Pass (Live),2021-10-23
61.0,Dwight McNeil,Burnley,Off Target,27.0,Left Foot,,Josh Brownhill,Pass (Live),Chris Wood,Pass (Live),2021-10-23
63.0,Nathan Redmond,Southampton,Saved,19.0,Right Foot,,Romain Perraud,Pass (Live),Mohamed Elyounoussi,Pass (Live),2021-10-23
65.0,Ashley Westwood,Burnley,Off Target,17.0,Right Foot,,Maxwel Cornet,Pass (Live),Josh Brownhill,Pass (Live),2021-10-23
76.0,Nathan Redmond,Southampton,Blocked,16.0,Right Foot,,Stuart Armstrong,Pass (Live),,,2021-10-23
81.0,Jay Rodriguez,Burnley,Saved,14.0,Head,,Ashley Westwood,Pass (Dead),Matthew Lowton,Fouled,2021-10-23
82.0,Valentino Livramento,Southampton,Off Target,23.0,Right Foot,Half volley,Stuart Armstrong,Pass (Live),Nathan Redmond,Pass (Live),2021-10-23
84.0,Nathan Redmond,Southampton,Blocked,24.0,Right Foot,,Mohamed Elyounoussi,Pass (Live),Mohammed Salisu,Pass (Live),2021-10-23
84.0,Ibrahima Diallo,Southampton,Saved,33.0,Right Foot,,Nathan Redmond,Shot,,,2021-10-23
85.0,Jay Rodriguez,Burnley,Off Target,26.0,Right Foot,Volley,Nathan Collins,Pass (Live),Matthew Lowton,Pass (Live),2021-10-23
86.0,Che Adams,Southampton,Off Target,13.0,Head,,Valentino Livramento,Pass (Live),Stuart Armstrong,Pass (Live),2021-10-23
88.0,Jóhann Berg Guðmundsson,Burnley,Blocked,30.0,Left Foot,,,,,,2021-10-23
7,João Cancelo,Manchester City,Saved,21.0,Right Foot,,Jack Grealish,Pass (Live),João Cancelo,Pass (Live),2021-10-23
8,Rodri,Manchester City,Wayward,8.0,Head,,İlkay Gündoğan,Pass (Dead),João Cancelo,Shot,2021-10-23
11,Gabriel Jesus,Manchester City,Saved,12.0,Right Foot,,İlkay Gündoğan,Pass (Live),Jack Grealish,Pass (Live),2021-10-23
13,Phil Foden,Manchester City,Blocked,16.0,Left Foot,,Bernardo Silva,Pass (Live),Kyle Walker,Pass (Live),2021-10-23
13,Bernardo Silva,Manchester City,Blocked,6.0,Left Foot,Overhead kick,Phil Foden,Shot,,,2021-10-23
13,İlkay Gündoğan,Manchester City,Goal,2.0,Right Foot,"Open goal, Half volley",Bernardo Silva,Shot,,,2021-10-23
17,Leandro Trossard,Brighton,Off Target,15.0,Left Foot,,Pascal Groß,Pass (Live),Solly March,Pass (Live),2021-10-23
18,Jakub Moder,Brighton,Off Target,12.0,Head,,Leandro Trossard,Pass (Live),Solly March,Tackle,2021-10-23
19,Jack Grealish,Manchester City,Blocked,17.0,Right Foot,,Phil Foden,Pass (Live),Bernardo Silva,Pass (Live),2021-10-23
20,Gabriel Jesus,Manchester City,Saved,14.0,Left Foot,,Jack Grealish,Shot,,,2021-10-23
28,Phil Foden,Manchester City,Goal,12.0,Left Foot,Open goal,Jack Grealish,Pass (Live),Bernardo Silva,Pass (Live),2021-10-23
31,Jack Grealish,Manchester City,Saved,10.0,Right Foot,,Gabriel Jesus,Pass (Live),Gabriel Jesus,Dribble,2021-10-23
31,Gabriel Jesus,Manchester City,Blocked,14.0,Left Foot,,Jack Grealish,Shot,,,2021-10-23
31,Phil Foden,Manchester City,Goal,8.0,Other,,Gabriel Jesus,Shot,,,2021-10-23
43,Solly March,Brighton,Saved,22.0,Right Foot,,Jakub Moder,Pass (Live),Dan Burn,Pass (Live),2021-10-23
45+1,Phil Foden,Manchester City,Saved,17.0,Left Foot,,İlkay Gündoğan,Pass (Live),,,2021-10-23
45+2,Jack Grealish,Manchester City,Saved,21.0,Right Foot,,Bernardo Silva,Pass (Live),Bernardo Silva,Dribble,2021-10-23
46,João Cancelo,Manchester City,Blocked,21.0,Left Foot,,Jack Grealish,Pass (Live),João Cancelo,Pass (Live),2021-10-23
47,João Cancelo,Manchester City,Saved,64.0,Right Foot,Free kick,Jack Grealish,Fouled,Gabriel Jesus,Pass (Live),2021-10-23
49,Phil Foden,Manchester City,Off Target,16.0,Right Foot,,João Cancelo,Pass (Live),İlkay Gündoğan,Pass (Live),2021-10-23
53,Rúben Dias,Manchester City,Wayward,9.0,Right Foot,Back heel,İlkay Gündoğan,Pass (Dead),,,2021-10-23
55,Pascal Groß,Brighton,Saved,11.0,Left Foot,Half volley,Leandro Trossard,Pass (Live),Pascal Groß,Pass (Live),2021-10-23
58,Leandro Trossard,Brighton,Saved,22.0,Right Foot,,Jakub Moder,Pass (Live),Leandro Trossard,Pass (Live),2021-10-23
61,Leandro Trossard,Brighton,Saved,13.0,Left Foot,,Jakub Moder,Pass (Live),Enock Mwepu,Pass (Live),2021-10-23
